Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[83]     0.0    0.00    0.00   50958         std::pair<Coords, Coords>::operator=(std::pair<Coords, Coords> const&) [83]
-----------------------------------------------
                0.00    0.00       8/808         std::optional<Piece> const* std::__niter_base<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [294]
                0.00    0.00     800/808         bool __gnu_cxx::operator!=<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&) [86]
[84]     0.0    0.00    0.00     808         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::base() const [84]
-----------------------------------------------
                0.00    0.00     646/646         bool __gnu_cxx::operator!=<Coords const*, std::vector<Coords, std::allocator<Coords> > >(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > > const&, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > > const&) [89]
[85]     0.0    0.00    0.00     646         __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::base() const [85]
-----------------------------------------------
                0.00    0.00     400/400         std::optional<Piece>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [135]
[86]     0.0    0.00    0.00     400         bool __gnu_cxx::operator!=<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&) [86]
                0.00    0.00     800/808         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::base() const [84]
-----------------------------------------------
                0.00    0.00      15/349         void std::__relocate_object_a<Coords, Coords, std::allocator<Coords> >(Coords*, Coords*, std::allocator<Coords>&) [275]
                0.00    0.00      30/349         Coords* std::__relocate_a_1<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [290]
                0.00    0.00     304/349         Coords* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*>(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*) [224]
[87]     0.0    0.00    0.00     349         Coords* std::__addressof<Coords>(Coords&) [87]
-----------------------------------------------
                0.00    0.00       4/324         std::optional<Piece>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [375]
                0.00    0.00     320/324         std::optional<Piece>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [135]
[88]     0.0    0.00    0.00     324         std::optional<Piece>* std::__addressof<std::optional<Piece> >(std::optional<Piece>&) [88]
-----------------------------------------------
                0.00    0.00     323/323         Coords* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*>(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*) [224]
[89]     0.0    0.00    0.00     323         bool __gnu_cxx::operator!=<Coords const*, std::vector<Coords, std::allocator<Coords> > >(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > > const&, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > > const&) [89]
                0.00    0.00     646/646         __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::base() const [85]
-----------------------------------------------
                0.00    0.00     320/320         std::optional<Piece>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [135]
[90]     0.0    0.00    0.00     320         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::operator++() [90]
-----------------------------------------------
                0.00    0.00     320/320         std::optional<Piece>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [135]
[91]     0.0    0.00    0.00     320         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::operator*() const [91]
-----------------------------------------------
                0.00    0.00     320/320         std::optional<Piece>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [135]
[92]     0.0    0.00    0.00     320         void std::_Construct<std::optional<Piece>, std::optional<Piece> const&>(std::optional<Piece>*, std::optional<Piece> const&) [92]
                0.00    0.00     320/320         std::optional<Piece> const& std::forward<std::optional<Piece> const&>(std::remove_reference<std::optional<Piece> const&>::type&) [93]
                0.00    0.00     320/58732       operator new(unsigned long, void*) [74]
-----------------------------------------------
                0.00    0.00     320/320         void std::_Construct<std::optional<Piece>, std::optional<Piece> const&>(std::optional<Piece>*, std::optional<Piece> const&) [92]
[93]     0.0    0.00    0.00     320         std::optional<Piece> const& std::forward<std::optional<Piece> const&>(std::remove_reference<std::optional<Piece> const&>::type&) [93]
-----------------------------------------------
                0.00    0.00     304/304         Coords* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*>(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*) [224]
[94]     0.0    0.00    0.00     304         __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::operator++() [94]
-----------------------------------------------
                0.00    0.00     304/304         Coords* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*>(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*) [224]
[95]     0.0    0.00    0.00     304         __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::operator*() const [95]
-----------------------------------------------
                0.00    0.00     304/304         Coords* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*>(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >, Coords*) [224]
[96]     0.0    0.00    0.00     304         void std::_Construct<Coords, Coords const&>(Coords*, Coords const&) [96]
                0.00    0.00     304/218110      Coords const& std::forward<Coords const&>(std::remove_reference<Coords const&>::type&) [60]
                0.00    0.00     304/58732       operator new(unsigned long, void*) [74]
-----------------------------------------------
                0.00    0.00       2/192         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const* std::__niter_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >) [336]
                0.00    0.00     190/192         bool __gnu_cxx::operator!=<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&) [109]
[97]     0.0    0.00    0.00     192         __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::base() const [97]
-----------------------------------------------
                0.00    0.00      84/168         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::begin() const [113]
                0.00    0.00      84/168         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::end() const [112]
[98]     0.0    0.00    0.00     168         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece> const* const&) [98]
-----------------------------------------------
                0.00    0.00       1/166         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_default_initialize(unsigned long) [382]
                0.00    0.00       4/166         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
                0.00    0.00      80/166         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [136]
                0.00    0.00      81/166         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::~vector() [129]
[99]     0.0    0.00    0.00     166         std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_get_Tp_allocator() [99]
-----------------------------------------------
                0.00    0.00     163/163         std::allocator<std::optional<Piece> >::~allocator() [101]
[100]    0.0    0.00    0.00     163         __gnu_cxx::new_allocator<std::optional<Piece> >::~new_allocator() [100]
-----------------------------------------------
                0.00    0.00       1/163         Board::Board(unsigned long) [30]
                0.00    0.00       1/163         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_S_check_init_len(unsigned long, std::allocator<std::optional<Piece> > const&) [35]
                0.00    0.00      80/163         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [136]
                0.00    0.00      81/163         std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_impl::~_Vector_impl() [121]
[101]    0.0    0.00    0.00     163         std::allocator<std::optional<Piece> >::~allocator() [101]
                0.00    0.00     163/163         __gnu_cxx::new_allocator<std::optional<Piece> >::~new_allocator() [100]
-----------------------------------------------
                0.00    0.00     162/162         std::allocator<std::optional<Piece> >::allocator(std::allocator<std::optional<Piece> > const&) [103]
[102]    0.0    0.00    0.00     162         __gnu_cxx::new_allocator<std::optional<Piece> >::new_allocator(__gnu_cxx::new_allocator<std::optional<Piece> > const&) [102]
-----------------------------------------------
                0.00    0.00       1/162         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_S_check_init_len(unsigned long, std::allocator<std::optional<Piece> > const&) [35]
                0.00    0.00      80/162         std::allocator_traits<std::allocator<std::optional<Piece> > >::select_on_container_copy_construction(std::allocator<std::optional<Piece> > const&) [134]
                0.00    0.00      81/162         std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_impl::_Vector_impl(std::allocator<std::optional<Piece> > const&) [120]
[103]    0.0    0.00    0.00     162         std::allocator<std::optional<Piece> >::allocator(std::allocator<std::optional<Piece> > const&) [103]
                0.00    0.00     162/162         __gnu_cxx::new_allocator<std::optional<Piece> >::new_allocator(__gnu_cxx::new_allocator<std::optional<Piece> > const&) [102]
-----------------------------------------------
                0.00    0.00       4/160         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, unsigned long, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, unsigned long, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [374]
                0.00    0.00      76/160         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*) [225]
                0.00    0.00      80/160         void std::_Destroy_aux<false>::__destroy<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*>(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*) [169]
[104]    0.0    0.00    0.00     160         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__addressof<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >&) [104]
-----------------------------------------------
                0.00    0.00       5/117         void std::vector<Coords, std::allocator<Coords> >::_M_realloc_insert<Coords>(__gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >, Coords&&) [29]
                0.00    0.00      16/117         Coords& std::vector<Coords, std::allocator<Coords> >::emplace_back<Coords>(Coords&&) [20]
                0.00    0.00      31/117         void std::allocator_traits<std::allocator<Coords> >::construct<Coords, Coords>(std::allocator<Coords>&, Coords*, Coords&&) [185]
                0.00    0.00      31/117         void __gnu_cxx::new_allocator<Coords>::construct<Coords, Coords>(Coords*, Coords&&) [183]
                0.00    0.00      34/117         std::pair<Coords, Coords>::operator=(std::pair<Coords, Coords>&&) [253]
[105]    0.0    0.00    0.00     117         Coords&& std::forward<Coords>(std::remove_reference<Coords>::type&) [105]
-----------------------------------------------
                0.00    0.00     114/114         std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data&) [171]
[106]    0.0    0.00    0.00     114         std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data const&) [106]
-----------------------------------------------
                0.00    0.00     108/108         std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data&) [180]
[107]    0.0    0.00    0.00     108         std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data const&) [107]
-----------------------------------------------
                0.00    0.00      10/107         void std::vector<Coords, std::allocator<Coords> >::_M_realloc_insert<Coords>(__gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >, Coords&&) [29]
                0.00    0.00      19/107         std::vector<Coords, std::allocator<Coords> >::vector(std::vector<Coords, std::allocator<Coords> > const&) [227]
                0.00    0.00      38/107         std::vector<Coords, std::allocator<Coords> >::_M_move_assign(std::vector<Coords, std::allocator<Coords> >&&, std::integral_constant<bool, true>) [226]
                0.00    0.00      40/107         std::vector<Coords, std::allocator<Coords> >::~vector() [165]
[108]    0.0    0.00    0.00     107         std::_Vector_base<Coords, std::allocator<Coords> >::_M_get_Tp_allocator() [108]
-----------------------------------------------
                0.00    0.00      95/95          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*) [225]
[109]    0.0    0.00    0.00      95         bool __gnu_cxx::operator!=<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&) [109]
                0.00    0.00     190/192         __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::base() const [97]
-----------------------------------------------
                0.00    0.00       1/95          std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::operator=(std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > const&) [381]
                0.00    0.00       1/95          std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_M_fill_initialize(unsigned long, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [378]
                0.00    0.00      19/95          std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::vector(std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > const&) [230]
                0.00    0.00      36/95          std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_M_move_assign(std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >&&, std::integral_constant<bool, true>) [244]
                0.00    0.00      38/95          std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::~vector() [176]
[110]    0.0    0.00    0.00      95         std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_M_get_Tp_allocator() [110]
-----------------------------------------------
                0.00    0.00       8/88          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
                0.00    0.00      80/88          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [136]
[111]    0.0    0.00    0.00      88         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::size() const [111]
-----------------------------------------------
                0.00    0.00       4/84          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
                0.00    0.00      80/84          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [136]
[112]    0.0    0.00    0.00      84         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::end() const [112]
                0.00    0.00      84/168         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece> const* const&) [98]
-----------------------------------------------
                0.00    0.00       4/84          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
                0.00    0.00      80/84          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [136]
[113]    0.0    0.00    0.00      84         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::begin() const [113]
                0.00    0.00      84/168         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece> const* const&) [98]
-----------------------------------------------
                0.00    0.00       5/83          void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
                0.00    0.00      16/83          Piece& std::vector<Piece, std::allocator<Piece> >::emplace_back<Piece>(Piece&&) [18]
                0.00    0.00      31/83          void std::allocator_traits<std::allocator<Piece> >::construct<Piece, Piece>(std::allocator<Piece>&, Piece*, Piece&&) [184]
                0.00    0.00      31/83          void __gnu_cxx::new_allocator<Piece>::construct<Piece, Piece>(Piece*, Piece&&) [182]
[114]    0.0    0.00    0.00      83         Piece&& std::forward<Piece>(std::remove_reference<Piece>::type&) [114]
-----------------------------------------------
                0.00    0.00       1/82          __gnu_cxx::new_allocator<std::optional<Piece> >::max_size() const [352]
                0.00    0.00      81/82          __gnu_cxx::new_allocator<std::optional<Piece> >::allocate(unsigned long, void const*) [117]
[115]    0.0    0.00    0.00      82         __gnu_cxx::new_allocator<std::optional<Piece> >::_M_max_size() const [115]
-----------------------------------------------
                0.00    0.00      81/81          std::allocator_traits<std::allocator<std::optional<Piece> > >::deallocate(std::allocator<std::optional<Piece> >&, std::optional<Piece>*, unsigned long) [127]
[116]    0.0    0.00    0.00      81         __gnu_cxx::new_allocator<std::optional<Piece> >::deallocate(std::optional<Piece>*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00      81/81          std::allocator_traits<std::allocator<std::optional<Piece> > >::allocate(std::allocator<std::optional<Piece> >&, unsigned long) [128]
[117]    0.0    0.00    0.00      81         __gnu_cxx::new_allocator<std::optional<Piece> >::allocate(unsigned long, void const*) [117]
                0.00    0.00      81/82          __gnu_cxx::new_allocator<std::optional<Piece> >::_M_max_size() const [115]
-----------------------------------------------
                0.00    0.00      81/81          void std::_Destroy<std::optional<Piece>*>(std::optional<Piece>*, std::optional<Piece>*) [130]
[118]    0.0    0.00    0.00      81         void std::_Destroy_aux<true>::__destroy<std::optional<Piece>*>(std::optional<Piece>*, std::optional<Piece>*) [118]
-----------------------------------------------
                0.00    0.00      81/81          std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_create_storage(unsigned long) [123]
[119]    0.0    0.00    0.00      81         std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_allocate(unsigned long) [119]
