Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[267]    0.0    0.00    0.00      16         void std::_Construct<Piece, Piece&>(Piece*, Piece&) [267]
                0.00    0.00      16/64          Piece& std::forward<Piece&>(std::remove_reference<Piece&>::type&) [155]
                0.00    0.00      16/58732       operator new(unsigned long, void*) [74]
-----------------------------------------------
                0.00    0.00      16/16          readFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [344]
[268]    0.0    0.00    0.00      16         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char) [268]
-----------------------------------------------
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<Piece> >::destroy<Piece>(std::allocator<Piece>&, Piece*) [272]
[269]    0.0    0.00    0.00      15         void __gnu_cxx::new_allocator<Piece>::destroy<Piece>(Piece*) [269]
-----------------------------------------------
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<Coords> >::destroy<Coords>(std::allocator<Coords>&, Coords*) [273]
[270]    0.0    0.00    0.00      15         void __gnu_cxx::new_allocator<Coords>::destroy<Coords>(Coords*) [270]
-----------------------------------------------
                0.00    0.00       5/15          __gnu_cxx::new_allocator<Piece>::allocate(unsigned long, void const*) [298]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<Piece>::max_size() const [278]
[271]    0.0    0.00    0.00      15         __gnu_cxx::new_allocator<Piece>::_M_max_size() const [271]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<Piece, Piece, std::allocator<Piece> >(Piece*, Piece*, std::allocator<Piece>&) [274]
[272]    0.0    0.00    0.00      15         void std::allocator_traits<std::allocator<Piece> >::destroy<Piece>(std::allocator<Piece>&, Piece*) [272]
                0.00    0.00      15/15          void __gnu_cxx::new_allocator<Piece>::destroy<Piece>(Piece*) [269]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<Coords, Coords, std::allocator<Coords> >(Coords*, Coords*, std::allocator<Coords>&) [275]
[273]    0.0    0.00    0.00      15         void std::allocator_traits<std::allocator<Coords> >::destroy<Coords>(std::allocator<Coords>&, Coords*) [273]
                0.00    0.00      15/15          void __gnu_cxx::new_allocator<Coords>::destroy<Coords>(Coords*) [270]
-----------------------------------------------
                0.00    0.00      15/15          Piece* std::__relocate_a_1<Piece*, Piece*, std::allocator<Piece> >(Piece*, Piece*, Piece*, std::allocator<Piece>&) [289]
[274]    0.0    0.00    0.00      15         void std::__relocate_object_a<Piece, Piece, std::allocator<Piece> >(Piece*, Piece*, std::allocator<Piece>&) [274]
                0.00    0.00      15/31          std::remove_reference<Piece&>::type&& std::move<Piece&>(Piece&) [186]
                0.00    0.00      15/31          void std::allocator_traits<std::allocator<Piece> >::construct<Piece, Piece>(std::allocator<Piece>&, Piece*, Piece&&) [184]
                0.00    0.00      15/61          Piece* std::__addressof<Piece>(Piece&) [156]
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<Piece> >::destroy<Piece>(std::allocator<Piece>&, Piece*) [272]
-----------------------------------------------
                0.00    0.00      15/15          Coords* std::__relocate_a_1<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [290]
[275]    0.0    0.00    0.00      15         void std::__relocate_object_a<Coords, Coords, std::allocator<Coords> >(Coords*, Coords*, std::allocator<Coords>&) [275]
                0.00    0.00      15/31          std::remove_reference<Coords&>::type&& std::move<Coords&>(Coords&) [187]
                0.00    0.00      15/31          void std::allocator_traits<std::allocator<Coords> >::construct<Coords, Coords>(std::allocator<Coords>&, Coords*, Coords&&) [185]
                0.00    0.00      15/349         Coords* std::__addressof<Coords>(Coords&) [87]
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<Coords> >::destroy<Coords>(std::allocator<Coords>&, Coords*) [273]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::begin() [313]
                0.00    0.00       4/12          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::end() [312]
                0.00    0.00       4/12          __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::operator+(long) const [308]
[276]    0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece>* const&) [276]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<Piece, std::allocator<Piece> >::~vector() [377]
                0.00    0.00      10/11          void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
[277]    0.0    0.00    0.00      11         std::_Vector_base<Piece, std::allocator<Piece> >::_M_get_Tp_allocator() [277]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<Piece> >::max_size(std::allocator<Piece> const&) [281]
[278]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Piece>::max_size() const [278]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<Piece>::_M_max_size() const [271]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<Coords> >::max_size(std::allocator<Coords> const&) [282]
[279]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Coords>::max_size() const [279]
                0.00    0.00      10/34          __gnu_cxx::new_allocator<Coords>::_M_max_size() const [181]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Piece, std::allocator<Piece> >::max_size() const [22]
[280]    0.0    0.00    0.00      10         std::_Vector_base<Piece, std::allocator<Piece> >::_M_get_Tp_allocator() const [280]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Piece, std::allocator<Piece> >::_S_max_size(std::allocator<Piece> const&) [24]
[281]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<Piece> >::max_size(std::allocator<Piece> const&) [281]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<Piece>::max_size() const [278]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Coords, std::allocator<Coords> >::_S_max_size(std::allocator<Coords> const&) [25]
[282]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<Coords> >::max_size(std::allocator<Coords> const&) [282]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<Coords>::max_size() const [279]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
[283]    0.0    0.00    0.00      10         std::vector<Piece, std::allocator<Piece> >::_S_relocate(Piece*, Piece*, Piece*, std::allocator<Piece>&) [283]
                0.00    0.00      10/10          std::vector<Piece, std::allocator<Piece> >::_S_do_relocate(Piece*, Piece*, Piece*, std::allocator<Piece>&, std::integral_constant<bool, true>) [284]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Piece, std::allocator<Piece> >::_S_relocate(Piece*, Piece*, Piece*, std::allocator<Piece>&) [283]
[284]    0.0    0.00    0.00      10         std::vector<Piece, std::allocator<Piece> >::_S_do_relocate(Piece*, Piece*, Piece*, std::allocator<Piece>&, std::integral_constant<bool, true>) [284]
                0.00    0.00      10/10          Piece* std::__relocate_a<Piece*, Piece*, std::allocator<Piece> >(Piece*, Piece*, Piece*, std::allocator<Piece>&) [287]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<Coords, std::allocator<Coords> >::_M_realloc_insert<Coords>(__gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >, Coords&&) [29]
[285]    0.0    0.00    0.00      10         std::vector<Coords, std::allocator<Coords> >::_S_relocate(Coords*, Coords*, Coords*, std::allocator<Coords>&) [285]
                0.00    0.00      10/10          std::vector<Coords, std::allocator<Coords> >::_S_do_relocate(Coords*, Coords*, Coords*, std::allocator<Coords>&, std::integral_constant<bool, true>) [286]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Coords, std::allocator<Coords> >::_S_relocate(Coords*, Coords*, Coords*, std::allocator<Coords>&) [285]
[286]    0.0    0.00    0.00      10         std::vector<Coords, std::allocator<Coords> >::_S_do_relocate(Coords*, Coords*, Coords*, std::allocator<Coords>&, std::integral_constant<bool, true>) [286]
                0.00    0.00      10/10          Coords* std::__relocate_a<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [288]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Piece, std::allocator<Piece> >::_S_do_relocate(Piece*, Piece*, Piece*, std::allocator<Piece>&, std::integral_constant<bool, true>) [284]
[287]    0.0    0.00    0.00      10         Piece* std::__relocate_a<Piece*, Piece*, std::allocator<Piece> >(Piece*, Piece*, Piece*, std::allocator<Piece>&) [287]
                0.00    0.00      30/30          Piece* std::__niter_base<Piece*>(Piece*) [188]
                0.00    0.00      10/10          Piece* std::__relocate_a_1<Piece*, Piece*, std::allocator<Piece> >(Piece*, Piece*, Piece*, std::allocator<Piece>&) [289]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Coords, std::allocator<Coords> >::_S_do_relocate(Coords*, Coords*, Coords*, std::allocator<Coords>&, std::integral_constant<bool, true>) [286]
[288]    0.0    0.00    0.00      10         Coords* std::__relocate_a<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [288]
                0.00    0.00      30/30          Coords* std::__niter_base<Coords*>(Coords*) [189]
                0.00    0.00      10/10          Coords* std::__relocate_a_1<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [290]
-----------------------------------------------
                0.00    0.00      10/10          Piece* std::__relocate_a<Piece*, Piece*, std::allocator<Piece> >(Piece*, Piece*, Piece*, std::allocator<Piece>&) [287]
[289]    0.0    0.00    0.00      10         Piece* std::__relocate_a_1<Piece*, Piece*, std::allocator<Piece> >(Piece*, Piece*, Piece*, std::allocator<Piece>&) [289]
                0.00    0.00      30/61          Piece* std::__addressof<Piece>(Piece&) [156]
                0.00    0.00      15/15          void std::__relocate_object_a<Piece, Piece, std::allocator<Piece> >(Piece*, Piece*, std::allocator<Piece>&) [274]
-----------------------------------------------
                0.00    0.00      10/10          Coords* std::__relocate_a<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [288]
[290]    0.0    0.00    0.00      10         Coords* std::__relocate_a_1<Coords*, Coords*, std::allocator<Coords> >(Coords*, Coords*, Coords*, std::allocator<Coords>&) [290]
                0.00    0.00      30/349         Coords* std::__addressof<Coords>(Coords&) [87]
                0.00    0.00      15/15          void std::__relocate_object_a<Coords, Coords, std::allocator<Coords> >(Coords*, Coords*, std::allocator<Coords>&) [275]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<Piece, std::allocator<Piece> >::_M_check_len(unsigned long, char const*) const [26]
                0.00    0.00       5/10          std::vector<Coords, std::allocator<Coords> >::_M_check_len(unsigned long, char const*) const [27]
[291]    0.0    0.00    0.00      10         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [291]
-----------------------------------------------
                0.00    0.00       8/8           std::optional<Piece>* std::__niter_base<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [295]
[292]    0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::base() const [292]
-----------------------------------------------
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > std::copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [321]
[293]    0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [293]
-----------------------------------------------
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [318]
[294]    0.0    0.00    0.00       8         std::optional<Piece> const* std::__niter_base<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [294]
                0.00    0.00       8/808         __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::base() const [84]
-----------------------------------------------
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [318]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [317]
[295]    0.0    0.00    0.00       8         std::optional<Piece>* std::__niter_base<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [295]
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::base() const [292]
-----------------------------------------------
                0.00    0.00       1/6           std::_Vector_base<Piece, std::allocator<Piece> >::~_Vector_base() [366]
                0.00    0.00       5/6           void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
[296]    0.0    0.00    0.00       6         std::_Vector_base<Piece, std::allocator<Piece> >::_M_deallocate(Piece*, unsigned long) [296]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Piece> >::deallocate(std::allocator<Piece>&, Piece*, unsigned long) [302]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Piece> >::deallocate(std::allocator<Piece>&, Piece*, unsigned long) [302]
[297]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<Piece>::deallocate(Piece*, unsigned long) [297]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Piece> >::allocate(std::allocator<Piece>&, unsigned long) [303]
[298]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<Piece>::allocate(unsigned long, void const*) [298]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<Piece>::_M_max_size() const [271]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
[299]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >::difference_type __gnu_cxx::operator-<Piece*, std::vector<Piece, std::allocator<Piece> > >(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > > const&, __gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > > const&) [299]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >::base() const [203]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Coords, std::allocator<Coords> >::_M_realloc_insert<Coords>(__gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >, Coords&&) [29]
[300]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >::difference_type __gnu_cxx::operator-<Coords*, std::vector<Coords, std::allocator<Coords> > >(__gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > > const&, __gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > > const&) [300]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >::base() const [204]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
[301]    0.0    0.00    0.00       5         std::_Vector_base<Piece, std::allocator<Piece> >::_M_allocate(unsigned long) [301]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Piece> >::allocate(std::allocator<Piece>&, unsigned long) [303]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<Piece, std::allocator<Piece> >::_M_deallocate(Piece*, unsigned long) [296]
[302]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<Piece> >::deallocate(std::allocator<Piece>&, Piece*, unsigned long) [302]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<Piece>::deallocate(Piece*, unsigned long) [297]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<Piece, std::allocator<Piece> >::_M_allocate(unsigned long) [301]
[303]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<Piece> >::allocate(std::allocator<Piece>&, unsigned long) [303]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<Piece>::allocate(unsigned long, void const*) [298]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Piece, std::allocator<Piece> >::_M_realloc_insert<Piece>(__gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >, Piece&&) [28]
[304]    0.0    0.00    0.00       5         std::vector<Piece, std::allocator<Piece> >::begin() [304]
                0.00    0.00       5/42          __gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >::__normal_iterator(Piece* const&) [159]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Coords, std::allocator<Coords> >::_M_realloc_insert<Coords>(__gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >, Coords&&) [29]
[305]    0.0    0.00    0.00       5         std::vector<Coords, std::allocator<Coords> >::begin() [305]
                0.00    0.00       5/42          __gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >::__normal_iterator(Coords* const&) [160]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
[306]    0.0    0.00    0.00       4         __gnu_cxx::__alloc_traits<std::allocator<std::optional<Piece> >, std::optional<Piece> >::_S_propagate_on_copy_assign() [306]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__niter_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >) [337]
                0.00    0.00       2/4           bool __gnu_cxx::operator!=<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&) [350]
[307]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::base() const [307]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*) [317]
[308]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::operator+(long) const [308]
                0.00    0.00       4/12          __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece>* const&) [276]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
[309]    0.0    0.00    0.00       4         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::capacity() const [309]
-----------------------------------------------
                0.00    0.00       4/4           std::optional<Piece>* std::__copy_move_a2<false, std::optional<Piece> const*, std::optional<Piece>*>(std::optional<Piece> const*, std::optional<Piece> const*, std::optional<Piece>*) [320]
[310]    0.0    0.00    0.00       4         std::optional<Piece>* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::optional<Piece> >(std::optional<Piece> const*, std::optional<Piece> const*, std::optional<Piece>*) [310]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >(__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [322]
[311]    0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >(__gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [311]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
[312]    0.0    0.00    0.00       4         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::end() [312]
                0.00    0.00       4/12          __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece>* const&) [276]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
[313]    0.0    0.00    0.00       4         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::begin() [313]
                0.00    0.00       4/12          __gnu_cxx::__normal_iterator<std::optional<Piece>*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece>* const&) [276]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*>(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*) [359]
[314]    0.0    0.00    0.00       4         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator=(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [314]
                0.00    0.00       8/88          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::size() const [111]
                0.00    0.00       4/4           __gnu_cxx::__alloc_traits<std::allocator<std::optional<Piece> >, std::optional<Piece> >::_S_propagate_on_copy_assign() [306]
                0.00    0.00       4/4           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::capacity() const [309]
                0.00    0.00       4/166         std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_get_Tp_allocator() [99]
